[2026-06-21T08:23:27.229607] $MAD poller starting...
[2026-06-21T00:23:28.002557+00:00] Price: $0.001954 | Vol24h: $15976.39 | MCap: $959269
[2026-06-21T05:29:25.032139+00:00] Price: $0.002076 | Vol24h: $24972.53 | MCap: $1019348
[2026-06-21T05:34:25.573862+00:00] Price: $0.002076 | Vol24h: $24962.57 | MCap: $1019348
[2026-06-21T05:39:26.122289+00:00] Price: $0.002076 | Vol24h: $24962.57 | MCap: $1019348
[2026-06-21T05:44:26.851333+00:00] Price: $0.002076 | Vol24h: $24962.48 | MCap: $1019348
[2026-06-21T05:49:27.833287+00:00] Price: $0.002078 | Vol24h: $24971.83 | MCap: $1019956
[2026-06-21T05:54:28.354512+00:00] Price: $0.002078 | Vol24h: $24971.83 | MCap: $1019956
[2026-06-21T05:59:29.698033+00:00] Price: $0.002072 | Vol24h: $24987.15 | MCap: $1017114
[2026-06-21T06:04:30.201182+00:00] Price: $0.002073 | Vol24h: $24987.42 | MCap: $1017814
[2026-06-21T06:09:30.807385+00:00] Price: $0.002073 | Vol24h: $24987.42 | MCap: $1017814
[2026-06-21T06:14:32.189715+00:00] Price: $0.002073 | Vol24h: $24987.42 | MCap: $1017814
[2026-06-21T06:19:32.690897+00:00] Price: $0.002073 | Vol24h: $24987.42 | MCap: $1017814
[2026-06-21T06:24:33.269326+00:00] Price: $0.002073 | Vol24h: $24987.42 | MCap: $1017814
[2026-06-21T06:29:34.004113+00:00] Price: $0.002073 | Vol24h: $24427.26 | MCap: $1017814
[2026-06-21T06:34:34.560549+00:00] Price: $0.002077 | Vol24h: $24436.35 | MCap: $1019450
[2026-06-21T06:39:35.101520+00:00] Price: $0.002077 | Vol24h: $24436.02 | MCap: $1019450
[2026-06-21T06:44:36.135266+00:00] Price: $0.002078 | Vol24h: $24460.81 | MCap: $1020073
[2026-06-21T06:49:36.623814+00:00] Price: $0.002078 | Vol24h: $24460.81 | MCap: $1020073
[2026-06-21T06:54:38.090864+00:00] Price: $0.002074 | Vol24h: $24453.89 | MCap: $1018210
[2026-06-21T06:59:38.657566+00:00] Price: $0.002074 | Vol24h: $24452.14 | MCap: $1018210
[2026-06-21T07:04:39.217189+00:00] Price: $0.002074 | Vol24h: $24451.32 | MCap: $1018210
[2026-06-21T07:09:40.684959+00:00] Price: $0.002074 | Vol24h: $24451.32 | MCap: $1018210
[2026-06-21T07:14:41.181739+00:00] Price: $0.002101 | Vol24h: $24451.57 | MCap: $1031686
[2026-06-21T07:19:42.518414+00:00] Price: $0.002101 | Vol24h: $24383.35 | MCap: $1031686
[2026-06-21T07:24:43.084385+00:00] Price: $0.002101 | Vol24h: $24383.35 | MCap: $1031686
[2026-06-21T07:29:43.662955+00:00] Price: $0.002101 | Vol24h: $24383.25 | MCap: $1031686
[2026-06-21T07:34:44.967995+00:00] Price: $0.002077 | Vol24h: $24385.33 | MCap: $1019810
[2026-06-21T07:39:45.744567+00:00] Price: $0.002077 | Vol24h: $24384.08 | MCap: $1019810
[2026-06-21T07:44:46.264948+00:00] Price: $0.002077 | Vol24h: $24384.08 | MCap: $1019810
[2026-06-21T07:49:47.536512+00:00] Price: $0.002077 | Vol24h: $24384.08 | MCap: $1019810
[2026-06-21T07:54:48.085515+00:00] Price: $0.002073 | Vol24h: $24375.44 | MCap: $1017517
[2026-06-21T07:59:48.605267+00:00] Price: $0.002073 | Vol24h: $24375.44 | MCap: $1017517
[2026-06-21T08:04:49.834558+00:00] Price: $0.002073 | Vol24h: $24307.62 | MCap: $1017517
[2026-06-21T08:09:50.831053+00:00] Price: $0.002073 | Vol24h: $24298.39 | MCap: $1017517
[2026-06-21T08:14:51.348821+00:00] Price: $0.002069 | Vol24h: $24300.37 | MCap: $1015642
[2026-06-21T08:19:52.492823+00:00] Price: $0.002069 | Vol24h: $24300.37 | MCap: $1015642
[2026-06-21T08:24:53.035534+00:00] Price: $0.002069 | Vol24h: $24300.37 | MCap: $1015642
[2026-06-21T08:29:53.748010+00:00] Price: $0.002068 | Vol24h: $24313.5 | MCap: $1015046
[2026-06-21T08:34:54.722002+00:00] Price: $0.002068 | Vol24h: $24303.82 | MCap: $1015046
[2026-06-21T08:39:55.257772+00:00] Price: $0.002068 | Vol24h: $24303.82 | MCap: $1015046
[2026-06-21T08:44:55.963612+00:00] Price: $0.002068 | Vol24h: $24303.82 | MCap: $1015046
[2026-06-21T08:49:57.099762+00:00] Price: $0.002090 | Vol24h: $24303.91 | MCap: $1025923
[2026-06-21T08:54:58.141279+00:00] Price: $0.002090 | Vol24h: $24303.91 | MCap: $1025923
[2026-06-21T08:59:58.799525+00:00] Price: $0.002090 | Vol24h: $24303.91 | MCap: $1025923
[2026-06-21T09:04:59.591841+00:00] Price: $0.002090 | Vol24h: $24298.91 | MCap: $1025923
[2026-06-21T09:10:00.098460+00:00] Price: $0.002070 | Vol24h: $24309.26 | MCap: $1016041
[2026-06-21T09:15:00.608748+00:00] Price: $0.002094 | Vol24h: $24319.42 | MCap: $1027972
[2026-06-21T09:20:01.836127+00:00] Price: $0.002094 | Vol24h: $24319.42 | MCap: $1027972
[2026-06-21T09:25:02.384013+00:00] Price: $0.002094 | Vol24h: $24319.42 | MCap: $1027972
[2026-06-21T09:30:02.915447+00:00] Price: $0.002094 | Vol24h: $24319.42 | MCap: $1027972
[2026-06-21T09:35:04.343099+00:00] Price: $0.002094 | Vol24h: $24319.42 | MCap: $1027972
[2026-06-21T09:40:05.076282+00:00] Price: $0.002094 | Vol24h: $24319.42 | MCap: $1027972
[2026-06-21T09:45:05.624960+00:00] Price: $0.002088 | Vol24h: $23371.7 | MCap: $1024905
[2026-06-21T09:50:06.126299+00:00] Price: $0.002088 | Vol24h: $23342.16 | MCap: $1024905
[2026-06-21T09:55:06.835693+00:00] Price: $0.002088 | Vol24h: $23342.16 | MCap: $1024905
[2026-06-21T10:00:07.361957+00:00] Price: $0.002091 | Vol24h: $23246.32 | MCap: $1026690
[2026-06-21T10:05:08.707454+00:00] Price: $0.002091 | Vol24h: $23246.32 | MCap: $1026690
[2026-06-21T10:10:09.585810+00:00] Price: $0.002091 | Vol24h: $23246.32 | MCap: $1026690
[2026-06-21T10:15:10.080537+00:00] Price: $0.002091 | Vol24h: $23246.32 | MCap: $1026690
[2026-06-21T10:20:10.765603+00:00] Price: $0.002091 | Vol24h: $23246.32 | MCap: $1026690
[2026-06-21T10:25:11.308755+00:00] Price: $0.002091 | Vol24h: $23246.32 | MCap: $1026690
[2026-06-21T10:30:11.853025+00:00] Price: $0.002124 | Vol24h: $23246.42 | MCap: $1042948
[2026-06-21T10:35:12.674245+00:00] Price: $0.002124 | Vol24h: $23246.42 | MCap: $1042948
[2026-06-21T10:40:13.331223+00:00] Price: $0.002124 | Vol24h: $23246.42 | MCap: $1042948
[2026-06-21T10:45:13.840894+00:00] Price: $0.002113 | Vol24h: $23351.32 | MCap: $1037198
[2026-06-21T10:50:15.166042+00:00] Price: $0.002113 | Vol24h: $23351.32 | MCap: $1037198
[2026-06-21T10:55:15.662514+00:00] Price: $0.002008 | Vol24h: $24752.69 | MCap: $985985
[2026-06-21T11:00:16.223569+00:00] Price: $0.002015 | Vol24h: $24851.33 | MCap: $989033
[2026-06-21T11:05:17.240547+00:00] Price: $0.002015 | Vol24h: $24812.3 | MCap: $989033
[2026-06-21T11:10:17.770972+00:00] Price: $0.002009 | Vol24h: $24828.28 | MCap: $986451
[2026-06-21T11:15:18.307460+00:00] Price: $0.002009 | Vol24h: $24828.28 | MCap: $986451
